year,month,date,temperature,specific humidity,relative humidity,surface pressure,wind speed,wind direction,rainfall
2004,1,8,26.82,13.49,61.81,99.44,2.52,141.56,0
2004,1,9,25.8,10.74,53.06,99.48,3.36,67.19,0
2004,1,10,25.83,11.23,55.88,99.45,2.8,151.62,0
2004,1,11,25.69,10.93,54.94,99.41,2.62,144.31,0
2004,1,12,25.24,11.23,57.25,99.43,2.55,170.12,0
2004,1,13,25.63,10.74,54.25,99.34,2.12,173.31,0
2004,1,14,25.38,10.19,52.44,99.24,1.88,183.69,0
2004,1,15,25.52,11.54,57.5,99.29,2.18,177.88,0
2004,1,16,26.08,13.31,64.81,99.4,1.49,181.75,0
2004,1,17,25.65,11.9,58.25,99.33,1.97,168.25,0
2004,1,18,26.22,12.94,62.75,99.3,2.03,219.56,0
2004,1,19,26.3,12.33,60.44,99.19,2.39,200.69,0
2004,1,20,26.29,14.47,68.25,99.16,2.01,204.5,0
2004,1,21,26.65,15.08,69.44,99.09,2.25,243.44,0
2004,1,22,26.3,15.14,70.88,99.1,2.45,223.38,0.02
2004,1,23,26.58,14.47,67.25,99.12,2.88,253.62,0
2004,1,24,26.92,14.16,64.38,99.08,2.73,238.62,0
2004,1,25,26.25,14.34,68.25,99.17,3.1,264,0
2004,1,26,25.51,13.18,65.69,99.25,2.64,304.44,0.11
2004,1,27,25.31,13,66.06,99.15,2.2,204.12,0
2004,1,28,25.58,14.16,69.5,99.11,1.82,199.81,0.02
2004,1,29,26.27,15.01,70.56,99.17,2.55,308.69,0
2004,1,30,26.41,15.38,71.62,99.25,3.42,323.38,0.02
2004,1,31,26.04,15.08,71.81,99.22,3.3,296.88,0.06
2004,2,1,26.38,14.4,67.81,99.02,3.3,286.31,0.24
2004,2,2,27,14.22,64.56,99.04,2.48,256.94,0.31
2004,2,3,27.65,13.79,60.5,99.18,2.22,206.81,0
2004,2,4,27.17,13.06,59,99.2,2.57,194.69,0
2004,2,5,27.57,14.28,63.19,99.22,2.95,226.88,0
2004,2,6,27.48,13.37,59.88,99.28,2.42,227.69,0
2004,2,7,27.72,13.18,58.06,99.51,2.23,226.88,0
2004,2,8,27.91,12.88,56,99.5,1.98,215.56,0.01
2004,2,9,27.51,13.37,59.38,99.43,1.74,199.12,0
2004,2,10,27.56,13.79,61.75,99.47,1.85,214.31,0.15
2004,2,11,27.43,12.27,55.75,99.46,1.99,186.19,0
2004,2,12,27.43,11.17,50.44,99.44,2.41,187.56,0
2004,2,13,27.78,10.5,47.12,99.35,2.17,149.12,0.01
2004,2,14,27.39,10.07,45.62,99.28,2.52,155.44,0
2004,2,15,27.19,9.89,45.06,99.26,2.72,177.19,0
2004,2,16,27.08,9.77,45.44,99.32,2.37,166.5,0
2004,2,17,27.23,10.5,48.12,99.18,2.48,184.25,0
2004,2,18,26.82,13.55,62.31,99.17,2.36,215.38,0
2004,2,19,27.16,14.53,65.62,99.21,2.12,259.69,0
2004,2,20,27.76,13.73,61.38,99.25,2.7,247.31,0
2004,2,21,28.44,12.51,53.69,99.26,1.86,235.75,0
2004,2,22,28.57,11.54,49.44,99.2,2.1,170.56,0
2004,2,23,27.98,13.12,57.75,99.28,2.19,216.56,0
2004,2,24,28.46,12.02,52.81,99.33,2.26,215.19,0
2004,2,25,28.32,13.18,57.31,99.35,2.12,235.31,0
2004,2,26,28.12,13.92,60.5,99.24,2.23,219.19,0
2004,2,27,28.26,15.44,66,99.22,2.38,281.12,0.02
2004,2,28,28.4,15.2,64.56,99.21,2.8,303.25,0.01
2004,2,29,28.5,13.79,59.44,99.15,2.73,219.25,0
2004,3,1,28.62,14.34,60.56,99.14,2.53,216.94,0.01
2004,3,2,29.41,14.95,60.88,99.09,2.23,240.19,0
2004,3,3,29.36,14.77,59.19,99.09,2.19,225.19,0
2004,3,4,29.51,15.2,61,99.12,2.09,234.06,0
2004,3,5,29.05,13.18,54.62,99.12,2.45,210.88,0
2004,3,6,29.66,13.92,56.81,99.19,2.6,224.56,0
2004,3,7,29.69,14.89,60.25,99.17,2.47,250.44,0
2004,3,8,29.67,16.42,65.56,99.29,2.2,249.81,0.01
2004,3,9,29.57,14.77,59.31,99.29,2.06,215,0.02
2004,3,10,29.37,12.82,51.5,99.14,2.49,192.25,0.01
2004,3,11,28.6,13.67,57,99.16,2.39,223.44,0
2004,3,12,29.67,13.92,55.56,99.21,2.4,208.94,0
2004,3,13,29.43,14.34,57.31,99.32,2.36,223.62,0.02
2004,3,14,30.51,14.04,54.38,99.24,1.95,248.88,0.01
2004,3,15,30.2,14.22,55.5,99.2,2.41,221.31,0
2004,3,16,30.59,14.34,55.88,99.08,2.31,220.94,0
2004,3,17,29.4,16.11,64.56,99.15,2.66,261.44,0
2004,3,18,30.25,15.44,60.12,99.09,2.95,279.06,0
2004,3,19,30.19,16.05,62.62,98.97,2.49,292.06,0
2004,3,20,29.19,16.85,67.44,98.9,2.34,254.19,0
2004,3,21,29.65,16.97,66.69,98.95,2.3,252.25,0
2004,3,22,29.84,17.15,66.88,98.99,2.49,282.44,0
2004,3,23,29.2,17.76,70.25,99.09,2.5,247.62,0.01
2004,3,24,29.26,17.15,67.69,99.03,2.45,272.81,0
2004,3,25,28.94,17.15,68.62,98.96,2.57,279.88,0.06
2004,3,26,29.72,16.3,63.06,98.95,2.95,308.81,0.02
2004,3,27,30.25,16.17,61.62,99.06,3.03,305.88,0.09
2004,3,28,29.76,17.27,66.69,99.15,2.37,283.25,0.09
2004,3,29,29.11,17.64,69.81,99.18,2.25,254.25,1.33
2004,3,30,27.83,18.19,77.06,99.23,2.16,247.81,6.28
2004,3,31,28.35,17.76,73.62,99.22,1.78,249.5,5.54
2004,4,1,27.05,17.03,75.56,99.35,1.93,220.94,5.96
2004,4,2,28.97,16.17,65.94,99.3,2.5,250.88,0.19
2004,4,3,29.13,17.33,69.19,99.3,1.73,268.12,0.99
2004,4,4,28.05,18.37,77.31,99.39,1.93,230.62,3.16
2004,4,5,28.05,18.43,77.88,99.31,2.06,240,1.33
2004,4,6,27.25,18.55,81.38,99.26,1.49,254.06,0.93
2004,4,7,27.86,17.82,76.06,99.25,1.88,272.75,1.25
2004,4,8,29.24,16.48,66.88,99.14,3.37,319.69,0.59
2004,4,9,29.19,15.62,63.75,98.96,3.38,306.31,0
2004,4,10,29.64,16.85,65.94,99.01,2.41,299.75,0.01
2004,4,11,29.65,17.64,68.12,99.14,2.75,297.06,0.11
2004,4,12,30.55,16.97,63.75,99.02,3.02,307.75,0.07
2004,4,13,29.67,18.07,69.69,99,2.22,249.19,0.12
2004,4,14,29.68,17.52,67.38,99.06,2.75,234.38,0.06
2004,4,15,29.95,17.09,65.44,99.03,2.5,291.75,0.04
2004,4,16,29.21,17.58,69.38,99.07,2.56,289.38,0.07
2004,4,17,29.7,16.91,65.88,98.95,2.91,305.38,0.02
2004,4,18,29.62,17.09,65.94,98.93,3.2,297.44,0.02
2004,4,19,30.08,16.48,62.81,98.91,3.51,316.56,0
2004,4,20,30.76,17.27,63.62,99.07,2.95,273.12,0.05
2004,4,21,30.01,17.52,66.44,99.07,2.55,291.12,0.22
2004,4,22,29.73,17.58,67.38,98.89,2.2,290.75,0.43
2004,4,23,29.43,17.7,68.75,98.9,1.98,265.94,1.08
2004,4,24,30.22,17.64,66.12,98.82,2.44,300.06,0.34
2004,4,25,30.51,17.21,63.44,98.84,1.78,236.62,0.22
2004,4,26,29.91,17.82,67.31,98.98,1.98,265.25,0.85
2004,4,27,30.05,16.78,63.5,99.04,2.59,291.44,0.57
2004,4,28,30.26,15.99,60.12,98.86,3.05,300.19,0.01
2004,4,29,29.72,17.03,65.25,98.78,2.77,300.56,0.46
2004,4,30,29.83,18.01,68.31,98.72,3.06,307.69,0.95
2004,5,1,30.48,18.25,67.25,98.67,3.12,311.06,0.9
2004,5,2,30.69,18.49,67.12,98.59,3.2,312.44,2.5
2004,5,3,29.77,18.8,71.81,98.62,2.12,273.19,11.71
2004,5,4,27.3,17.64,76.69,98.4,4.74,175.12,27.57
2004,5,5,26.27,18.98,86.88,98.46,2.3,148.44,20.18
2004,5,6,27.3,19.53,84.5,98.29,3.34,137.44,7.74
2004,5,7,26.88,19.17,84.56,98.34,7.31,141.94,24.82
2004,5,8,26.76,19.59,87.31,98.48,6.48,182.56,68.88
2004,5,9,26.52,19.41,88,98.77,3.08,197.56,61.31
2004,5,10,26.98,19.41,86.06,98.92,2.62,243.75,2.52
2004,5,11,27.12,18.49,81.44,98.99,2.02,278.62,0.23
2004,5,12,27.22,18.31,80.12,98.89,2.31,276.12,0.28
2004,5,13,27.57,19.17,82,98.77,2.39,270.19,1.6
2004,5,14,27.51,20.02,85.75,98.85,2.86,287.69,1.98
2004,5,15,26.78,20.02,89.44,98.89,3.38,261.88,22.06
2004,5,16,26.5,18.68,85,98.9,3.13,260,24.92
2004,5,17,25.92,19.04,89.62,99.01,2.7,268.56,20.78
2004,5,18,25.93,18.8,88.38,99.01,2.25,268.31,23.64
2004,5,19,26.3,19.41,89.25,98.96,3.43,251.94,21.46
2004,5,20,27.24,18.86,82.5,98.96,3.29,271.06,7.33
2004,5,21,26.92,19.23,85.44,98.96,2.99,256.69,10
2004,5,22,26.73,19.78,88.62,98.95,3.52,263.69,42.13
2004,5,23,25.95,19.47,91.44,99,5,258.31,45.69
2004,5,24,26.31,19.84,91,99.04,4.38,247.62,16.03
2004,5,25,26.82,20.39,90.69,99,4.46,263.56,4.15
2004,5,26,26.88,20.39,90.5,99,3.95,280.75,12.23
2004,5,27,26.24,19.23,88.88,99.11,4.09,273.88,8.38
2004,5,28,26.49,18.86,86,99.06,2.94,299.75,0.95
2004,5,29,27.03,20.2,89,98.9,3.47,294,14.02
2004,5,30,26.42,19.35,88.5,98.97,4.13,294.88,7.03
2004,5,31,25.9,19.41,91.31,99.03,3.1,269.25,69.02
2004,6,1,26.22,19.35,89.5,99.07,2.36,257.62,11.12
2004,6,2,26.22,19.17,88.75,99.1,2.19,280.94,13.54
2004,6,3,25.98,18.98,89,99.09,2.38,275.56,56.04
2004,6,4,26.48,19.78,89.88,98.92,4.24,291.06,28.78
2004,6,5,25.63,18.98,90.88,99.03,5.55,277.12,63.15
2004,6,6,25.5,18.92,91.25,98.99,4.16,261.94,46.26
2004,6,7,25.76,19.35,91.62,98.95,5.2,236.81,85.79
2004,6,8,25.62,18.92,90.38,98.97,5.61,226.75,61.48
2004,6,9,25.58,18.8,90.31,99.04,5.36,231.56,41.05
2004,6,10,26.02,19.71,92,98.92,5.4,236.62,58.61
2004,6,11,25.9,19.23,90.44,98.76,4.61,237.81,27.26
2004,6,12,26.2,19.17,88.56,98.82,4.66,248.88,12.07
2004,6,13,26.34,19.59,89.81,98.84,5.19,249.69,30.25
2004,6,14,26.42,19.9,90.69,98.82,5.59,241.81,31.77
2004,6,15,26.57,20.2,91.12,98.92,6.11,231.81,20.28
2004,6,16,26.58,19.96,90.25,99.02,5.88,245.06,21.34
2004,6,17,26.4,19.53,89.38,98.92,5.61,248.88,9.14
2004,6,18,25.9,18.8,88.75,99.03,5.64,254.69,8.18
2004,6,19,25.67,18.31,87.56,99.08,4.46,257.12,2.2
2004,6,20,25.93,18.25,86.19,99.2,4.05,259.75,4.54
2004,6,21,25.94,17.94,84.75,99.32,3.53,266.94,2.45
2004,6,22,26.1,17.7,82.94,99.39,3.38,269.69,2.11
2004,6,23,25.87,17.52,83.06,99.25,3.34,283.19,1.12
2004,6,24,25.97,17.76,83.94,99.25,3.9,283.88,18.15
2004,6,25,26.2,18.43,85.62,99.25,4.2,283.75,38.4
2004,6,26,26.24,18.74,86.81,99.19,4.23,280.44,17.72
2004,6,27,26.05,18.68,87.44,99.18,4.48,279.56,23.5
2004,6,28,26.02,18.68,87.5,99.14,4.64,279.19,20.11
2004,6,29,26.02,18.74,87.88,99.12,4.46,281.69,7.05
2004,6,30,26.21,18.74,86.94,99.07,4.37,279.88,12.39
2004,7,1,26.24,18.62,86.06,99.07,4.78,272.56,5.52
2004,7,2,25.96,18.8,88.19,98.89,4.83,273.44,26.42
2004,7,3,25.99,18.86,88.06,98.75,4.85,274.12,23.81
2004,7,4,26.04,18.98,88.5,98.8,4.9,273.06,10.82
2004,7,5,26.07,18.68,87,98.86,3.62,274.31,2.28
2004,7,6,25.52,17.64,85.25,98.96,2.27,249,0.77
2004,7,7,25.14,17.33,85.56,98.94,2.07,267.19,17.4
2004,7,8,25.57,18.13,87.19,98.94,2.79,284.94,14.47
2004,7,9,25.06,18.31,90.56,99.03,4.07,293.88,26.63
2004,7,10,24.81,17.15,86.44,98.99,3.36,303.31,12.57
2004,7,11,24.9,18.13,90.62,98.97,4.17,291.19,18.28
2004,7,12,25.2,18.43,90.38,99.02,4.02,284.88,25.27
2004,7,13,24.91,17.58,87.88,99.09,4.03,283.56,29.04
2004,7,14,25.69,18.92,90.12,98.89,4.3,277.94,45.17
2004,7,15,26.03,19.17,89.31,98.81,5.08,284.12,89.43
2004,7,16,25.86,19.41,91.44,98.8,4.55,270.19,44.28
2004,7,17,26.03,19.17,89.56,98.87,4.23,245.94,18
2004,7,18,25.93,18.8,88.44,98.89,3.55,244.25,9.18
2004,7,19,25.55,18.55,89,98.85,3.81,241.94,7.49
2004,7,20,25.11,18.25,90,98.92,4.59,253.31,8.84
2004,7,21,25.01,17.64,87.69,99.04,4.51,252.31,27.16
2004,7,22,25.3,17.94,87.69,99.08,3.84,271.56,29.2
2004,7,23,25.51,18.49,89.31,99.05,4.31,277.62,13.71
2004,7,24,25.71,18.55,88.44,98.91,5.01,283.44,45.05
2004,7,25,25.48,18.8,90.75,98.87,4.95,278.12,68.06
2004,7,26,25.56,18.55,89.12,98.87,4.85,279.62,31.28
2004,7,27,25.76,18.68,88.56,98.87,5.07,278.25,26.19
2004,7,28,25.71,18.43,87.56,98.84,5.1,277.81,18.43
2004,7,29,25.77,18.31,86.81,98.93,4.94,278.31,12.74
2004,7,30,25.72,18.31,87.25,99.05,4.64,272.38,30.22
2004,7,31,25.56,18.25,87.88,99.13,4.56,272.56,48.85
2004,8,1,25.42,18.13,87.94,99.1,4.62,273.62,19.02
2004,8,2,25.5,18.25,88.19,98.93,5.11,279.56,28.62
2004,8,3,25.19,18.92,92.69,98.78,6.27,278.94,105.89
2004,8,4,25.29,18.55,90.19,98.68,6.89,265,111.32
2004,8,5,25.59,18.92,90.5,98.69,6.38,255,31.32
2004,8,6,25.54,19.17,92.19,98.9,4.59,249.94,13.62
2004,8,7,25.4,18.74,91.19,99.07,3.78,259,20.11
2004,8,8,25.42,18.55,90.25,99.18,3.81,276.5,8.02
2004,8,9,25.47,18.13,87.81,99.21,3.53,276.94,6.41
2004,8,10,25.4,18.07,88.06,99.23,3.41,271.19,5.73
2004,8,11,25.53,18.37,88.69,99.15,4.04,267.38,16.85
2004,8,12,25.64,19.04,91.12,99.16,4.31,270.31,22.35
2004,8,13,24.72,18.01,91.25,99.23,3.69,270.12,48.39
2004,8,14,25.5,18.74,90.75,99.18,3.98,267.38,34.98
2004,8,15,25.61,19.04,91.44,99.1,3.81,269.94,30.86
2004,8,16,25.58,18.98,91.12,99.1,3.34,266.12,23.27
2004,8,17,25.49,18.8,91,99.19,3.11,251.38,11.93
2004,8,18,25.21,18.25,89.88,99.33,3.63,257.56,13.38
2004,8,19,25.1,17.82,88.5,99.23,4.16,284,38.4
2004,8,20,25.2,18.31,90.19,99.07,3.71,272.44,23.38
2004,8,21,25.41,18.37,89.25,99.03,3.98,281.88,15.98
2004,8,22,25.58,18.31,88.19,99.11,4.47,283.44,13.6
2004,8,23,25.5,18.31,88.56,99.21,4.48,291.12,14.44
2004,8,24,25.3,17.94,88.12,99.27,4.09,297.69,4.58
2004,8,25,24.96,17.52,87.75,99.25,3.52,293.5,2.42
2004,8,26,24.94,17.7,88.62,99.17,3.95,299.12,10.07
2004,8,27,25.04,17.64,87.75,99.09,4.38,300.88,4.78
2004,8,28,24.88,17.46,87.75,99.13,3.88,304.62,0.5
2004,8,29,25.04,17.46,87.06,99.14,3.8,305.38,0.02
2004,8,30,25.26,17.52,86.25,99.14,3.88,299.62,0
2004,8,31,25.15,17.27,85.62,99.15,3.8,306.94,0.02
2004,9,1,25.25,17.4,85.56,99,3.52,312.81,0.04
2004,9,2,25.31,17.58,86.44,99.03,3.01,313.75,0.21
2004,9,3,25.49,17.88,86.94,99.13,2.8,312.19,1.97
2004,9,4,24.91,18.13,90.69,99.02,2.62,306.31,6.88
2004,9,5,24.55,17.46,89.25,98.91,2.4,271.88,6.71
2004,9,6,23.99,16.66,88.25,98.95,1.87,239.25,3.21
2004,9,7,24.61,17.27,88.12,99.02,2.84,214.19,1.17
2004,9,8,24.75,17.82,89.94,99.09,2.68,222.62,4.6
2004,9,9,24.83,17.58,88.5,99.13,3.16,232.38,3.23
2004,9,10,24.4,17.15,88.56,99.18,3.23,249.5,6.99
2004,9,11,24.37,17.09,88.56,99.19,3.09,292.31,5.74
2004,9,12,24.44,16.78,86.56,99.21,2.7,279.25,10.74
2004,9,13,25.33,18.07,88.38,99.26,3.72,278.94,4.01
2004,9,14,25.51,18.68,90.38,99.2,3.41,286.88,2.59
2004,9,15,25.42,18.31,89.06,99.16,3.26,291.75,1.98
2004,9,16,25.55,18.01,87.25,99.19,2.68,287.31,0.42
2004,9,17,26.12,18.62,87,99.18,3.26,299.19,0.67
2004,9,18,25.95,17.94,84.62,99.06,2.46,309.88,0.15
2004,9,19,26.15,18.01,83.81,99.01,2.68,305.12,0.28
2004,9,20,25.83,17.82,84.62,99.07,2.6,289.5,0.35
2004,9,21,25.99,18.49,87,99.02,3.07,281.56,2.33
2004,9,22,25.96,18.49,87.06,98.96,1.31,263.81,1.56
2004,9,23,25.93,18.13,85.5,98.96,1.62,236.5,0.83
2004,9,24,25.81,18.49,87.56,98.9,1.74,223.56,3.07
2004,9,25,25.49,18.31,88.44,98.89,2.63,190.06,7.7
2004,9,26,26.33,18.43,85.25,99,1.55,211.81,2.87
2004,9,27,26.13,18.62,86.81,99.04,2.24,187,10.19
2004,9,28,25.44,18.19,88.31,98.94,2.45,224.38,3.85
2004,9,29,24.87,18.01,90.31,99,3.23,171.25,2.73
2004,9,30,25.78,18.01,86,99.28,2.98,183.25,0.76
2004,10,1,26.04,18.37,86.5,99.36,1.9,248.88,8.49
2004,10,2,25.49,18.31,88.62,99.21,3.1,289.25,20.81
2004,10,3,25,17.94,89.44,99.15,3.88,265.25,15.51
2004,10,4,24.65,17.82,90.56,99.15,3.96,273.06,29.68
2004,10,5,25.48,17.58,85.19,99.11,3.02,280.69,7.94
2004,10,6,25.8,16.05,76.62,99.18,2.29,283.25,0.37
2004,10,7,25.62,15.81,76.31,99.21,2.08,274.75,0.04
2004,10,8,25.18,16.11,79.75,99.24,1.41,253.31,0
2004,10,9,25.61,17.15,82.88,99.34,1.59,297.69,0
2004,10,10,25.87,17.21,82.19,99.38,2.3,319.31,0
2004,10,11,25.98,17.88,84.5,99.35,2.91,322.88,0.07
2004,10,12,26.11,17.64,82.75,99.31,2.26,313.56,0.13
2004,10,13,25.93,18.01,85.12,99.33,2.45,303.75,1.21
2004,10,14,25.67,18.74,89.88,99.32,3.44,289.12,4.31
2004,10,15,24.87,18.31,91.88,99.26,3.48,208.75,7.54
2004,10,16,25.54,18.43,88.94,99.23,1.92,179.31,12.84
2004,10,17,25.86,18.8,88.94,99.2,1.18,234.31,21.5
2004,10,18,26.51,18.37,84.12,99.18,1.54,238.88,8.15
2004,10,19,25.38,16.91,82.5,99.18,2.25,155.62,2.72
2004,10,20,26.26,18.49,85.62,99.06,1.36,233.25,4.32
2004,10,21,26.48,18.86,86.19,99.11,2.4,210.12,3
2004,10,22,27.01,18.01,80.19,99.2,1.52,203.62,0.81
2004,10,23,27.2,17.58,77.5,99.18,1.49,173.5,0.78
2004,10,24,27.18,18.01,79.25,99.18,1.61,139.25,3.42
2004,10,25,26.83,16.91,76.44,99.26,1.54,150.25,0.93
2004,10,26,27.08,17.7,78.44,99.25,1.24,192.12,0.48
2004,10,27,27.08,17.4,77.19,99.24,1.58,155,0.67
2004,10,28,26.98,17.27,77.06,99.15,1.8,171.69,0.32
2004,10,29,26.34,17.58,81,99.13,1.88,94.69,2.72
2004,10,30,26.77,17.52,79,99.08,1.94,151.88,2.28
2004,10,31,26.43,17.88,81.94,99.11,1.96,117.44,14.43
2004,11,1,26.01,17.46,82.5,99.23,2.53,140.25,26.1
2004,11,2,26.11,17.88,84,99.26,2.12,158.56,6.93
2004,11,3,26.27,17.94,83.44,99.24,1.72,190.31,5.47
2004,11,4,26.43,17.15,79,99.23,1.93,178.38,0.52
2004,11,5,25.81,14.65,70.62,99.18,1.62,129.19,0.26
2004,11,6,25.27,16.48,80.94,99.15,1.24,121,6.04
2004,11,7,25.96,17.82,83.88,99.02,1.74,130.31,1.74
2004,11,8,26.13,18.55,86.19,99.06,2.05,137.31,4.54
2004,11,9,25.58,17.52,84.62,99.13,1.46,147.38,2.83
2004,11,10,25.51,17.94,86.5,99.16,1.35,179.5,2.53
2004,11,11,25.73,18.31,87.25,99.2,1.62,102.5,1.08
2004,11,12,26.34,17.52,80.94,99.31,1.28,137.62,0.83
2004,11,13,26.42,16.85,77.62,99.39,1.46,171.12,0.28
2004,11,14,26.09,16.05,75.56,99.33,1.81,104.56,0.13
2004,11,15,26.57,16.36,75,99.32,1.65,135.19,0.11
2004,11,16,26.65,15.44,70.62,99.32,1.13,131.81,0.06
2004,11,17,27.05,16.54,73.44,99.34,1.15,167.69,0
2004,11,18,26.91,17.4,77.94,99.33,1.37,180.69,0.13
2004,11,19,26.14,14.65,69.12,99.3,1.51,97.75,0.31
2004,11,20,24.68,12.57,65.31,99.34,1.99,109.19,0
2004,11,21,25.65,12.63,61.94,99.32,1.83,106.94,0
2004,11,22,25.61,13.55,66.06,99.26,1.83,135.25,0
2004,11,23,25.87,15.14,71.94,99.24,1.7,169.62,0
2004,11,24,26.31,14.95,69.75,99.19,1.52,95.31,0
2004,11,25,25.73,14.4,69.62,99.27,1.83,116.94,0
2004,11,26,25.8,14.95,71.75,99.31,2.18,128.44,0.11
2004,11,27,26.72,16.3,73.88,99.31,2.08,130.38,0.1
2004,11,28,25.77,15.01,72.12,99.46,2.3,80.62,0
2004,11,29,24.66,12.15,63.25,99.41,2.55,71,0
2004,11,30,24.47,11.84,62.31,99.34,1.96,61.69,0
2004,12,1,24.23,11.66,62,99.32,1.53,113.12,0
2004,12,2,24.69,12.88,66.12,99.49,1.52,154.62,0
2004,12,3,25.71,14.59,70.75,99.54,1.97,81.69,0
2004,12,4,25.13,12.94,66.38,99.41,2.2,87.5,0
2004,12,5,24.88,11.84,61.81,99.38,2.03,138.25,0
2004,12,6,24.4,11.17,59.81,99.51,2.04,93.44,0
2004,12,7,23.8,10.74,59.81,99.53,2.05,98.44,0
2004,12,8,24.46,12.76,67,99.46,2.09,154.44,0
2004,12,9,26.09,14.28,68.31,99.34,1.48,138.25,0
2004,12,10,25.19,12.88,65.88,99.33,1.7,109.25,0
2004,12,11,24.87,12.27,63.75,99.39,2.05,128.75,0
2004,12,12,25.14,12.45,63.5,99.42,2,140.88,0
2004,12,13,25.45,13.18,65.69,99.38,2.02,92.56,0
2004,12,14,25.74,14.34,69.25,99.17,2.4,164.44,0.02
2004,12,15,25.98,12.82,62.19,99.09,2.16,74.12,0
2004,12,16,24.88,11.47,60,99.26,2.08,105.19,0
2004,12,17,24.9,11.41,60.19,99.4,1.81,118.75,0
2004,12,18,24.57,10.86,58.69,99.37,1.99,171.25,0
2004,12,19,24.47,12.15,63.94,99.27,1.81,179.75,0
2004,12,20,24.54,13.49,70.56,99.2,1.92,221.75,0
2004,12,21,24.2,12.39,66.62,99.14,1.96,172.81,0
2004,12,22,24.86,14.1,72.56,99.18,2.26,247.62,0
2004,12,23,24.72,12.7,66.94,99.15,2.19,186.88,0
2004,12,24,24.92,12.02,62.5,99.25,1.57,121.06,0
2004,12,25,25.31,12.33,62.69,99.3,2.54,54.06,0
2004,12,26,25.14,10.56,55.19,99.22,2.61,132.44,0
2004,12,27,24.85,11.05,57.81,99.18,2.19,164.81,0
2004,12,28,25.52,12.57,62.69,99.25,2.44,178.75,0
2004,12,29,25.76,12.39,61.12,99.25,2.76,161.38,0
2004,12,30,25.78,12.76,62.88,99.27,1.93,154.06,0
2004,12,31,26.23,14.04,66.31,99.33,1.74,200.38,0.01
2005,1,1,26.69,15.93,72.94,99.37,1.71,218.31,0.15
2005,1,2,26.7,16.24,74.31,99.28,2.61,262.25,0.06
2005,1,3,27,16.24,72.94,99.25,1.87,260.94,0.53
2005,1,4,27.51,15.81,69.19,99.34,1.28,195.31,0.19
2005,1,5,26.83,12.51,59,99.38,1.5,143.44,0.02
2005,1,6,26.09,11.47,56.25,99.36,1.74,166.06,0
2005,1,7,25.97,11.6,57.56,99.37,2.1,176.94,0
2005,1,8,26.1,12.51,60.69,99.38,2.17,169.31,0
2005,1,9,26.3,12.51,60.06,99.33,1.68,198.69,0
2005,1,10,25.48,11.35,57.62,99.23,2.2,180.56,0
2005,1,11,25.32,13.06,65.81,99.32,2.48,237.88,0
2005,1,12,25.58,11.72,60.62,99.36,2.41,170,0
2005,1,13,25.29,11.54,58.25,99.32,2.18,168.19,0
2005,1,14,25.69,11.23,56.25,99.23,2.03,164.69,0
2005,1,15,26.18,12.33,59.12,99.23,1.71,188.44,0
2005,1,16,25.88,13.18,63.31,99.3,1.97,207.56,0
2005,1,17,26.03,14.53,69.56,99.29,2.9,270.38,0
2005,1,18,26.09,14.1,67.56,99.33,3.02,270.38,0
2005,1,19,26.52,13.49,63.62,99.3,2.32,219.62,0
2005,1,20,27.62,13.79,60.38,99.34,1.91,210.5,0
2005,1,21,28.02,13.24,57.56,99.46,2.12,170.06,0
2005,1,22,28.02,14.34,61.25,99.4,2.09,175.12,0
2005,1,23,27.76,14.83,63.94,99.36,2.06,249,0
2005,1,24,27.83,13.67,59.56,99.34,2.83,229.25,0
2005,1,25,27.69,13.85,60.75,99.28,2.55,234.88,0
2005,1,26,27.26,14.47,64.81,99.17,2.93,292.5,0
2005,1,27,26.51,15.01,69.75,99.11,2.78,251.12,0.1
2005,1,28,26.36,14.95,69.75,99.11,1.95,287.94,0.1
2005,1,29,26.35,15.01,70.19,99.07,2.52,264.62,0.93
2005,1,30,26.11,14.77,70.38,99.13,2.16,221.06,0.86
2005,1,31,26.01,14.77,70.44,99.24,1.94,275.12,1.35
2005,2,1,26.46,13.37,63.31,99.3,2.23,207.94,0.25
2005,2,2,27.24,13.92,62.44,99.29,2.41,188.62,0.05
2005,2,3,27.38,14.53,64.31,99.34,2.16,232.06,0.03
2005,2,4,27.65,14.53,63.5,99.32,2.5,240.75,0.14
2005,2,5,27.35,15.26,67.75,99.35,2.34,237.25,0
2005,2,6,28.06,15.38,66,99.32,2.95,266.56,0.02
2005,2,7,28.26,13.85,59.44,99.38,2.47,205.56,0.01
2005,2,8,28.19,11.23,49.69,99.37,1.95,183.5,0
2005,2,9,28.34,10.8,47.94,99.45,1.83,139.12,0
2005,2,10,28.05,10.07,45.38,99.52,2.19,144.62,0
2005,2,11,28.23,10.25,45.62,99.59,1.68,161.75,0
2005,2,12,28.21,10.74,48.19,99.48,1.59,189.25,0
2005,2,13,27.62,10.19,47.31,99.42,2.19,195.25,0
2005,2,14,28.05,10.93,49.06,99.24,2.32,190.5,0
2005,2,15,28.18,15.01,65,99.3,2.27,242.88,0
2005,2,16,28.28,13.98,60.38,99.21,2.48,217.44,0
2005,2,17,27.71,14.1,62.12,99.19,2.94,252.5,0
2005,2,18,27.39,13.92,62.75,99.26,3.3,325.31,0
2005,2,19,27.37,13.43,60.88,99.3,3.75,296.94,0
2005,2,20,27.32,13.55,61.5,99.31,3.44,320.62,0
